class,cap_shape,cap_surface,cap_color,odor,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,bell,smooth,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,bell,fibrous,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,conical,scaly,yellow,none,crowded,narrow,yellow,enlarging,club,partial,yellow,1,evanescent,white,clustered,leaves
poisonous,convex,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,bell,smooth,brown,none,close,broad,brown,enlarging,missing,partial,brown,1,pendant,yellow,several,leaves
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,bell,smooth,brown,none,close,broad,orange,enlarging,missing,partial,orange,1,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,bell,smooth,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,brown,clustered,leaves
edible,bell,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,brown,1,pendant,brown,several,leaves
poisonous,convex,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,convex,smooth,gray,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,several,paths
edible,convex,fibrous,gray,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,knobbed,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,flat,smooth,pink,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,solitary,paths
poisonous,knobbed,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,flat,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,brown,1,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,orange,clustered,leaves
poisonous,flat,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,knobbed,smooth,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,flat,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,orange,several,leaves
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,orange,several,leaves
poisonous,flat,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,flat,scaly,brown,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,solitary,paths
edible,convex,fibrous,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,knobbed,smooth,white,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,bell,smooth,brown,none,close,broad,brown,enlarging,missing,partial,brown,1,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,knobbed,scaly,brown,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,solitary,paths
edible,convex,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,flat,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,brown,1,pendant,buff,several,leaves
poisonous,flat,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,bell,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,yellow,clustered,leaves
edible,convex,fibrous,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,gray,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,bell,smooth,brown,none,close,broad,orange,enlarging,missing,partial,brown,1,pendant,orange,clustered,leaves
edible,bell,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,convex,scaly,red,musty,close,broad,white,enlarging,club,partial,white,0,none,white,clustered,woods
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,bell,fibrous,gray,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,musty,close,broad,yellow,enlarging,club,partial,white,0,none,white,clustered,woods
edible,flat,smooth,brown,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,several,paths
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,yellow,none,crowded,narrow,yellow,enlarging,club,partial,yellow,1,evanescent,white,clustered,leaves
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,red,musty,close,broad,yellow,enlarging,club,partial,white,0,none,white,clustered,woods
edible,convex,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,flat,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,yellow,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,flat,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,convex,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,convex,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,convex,fibrous,white,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,flat,smooth,brown,none,close,broad,orange,enlarging,missing,partial,brown,1,pendant,orange,clustered,leaves
poisonous,flat,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,convex,fibrous,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,convex,smooth,brown,none,close,broad,brown,enlarging,missing,partial,brown,1,pendant,orange,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,bell,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,brown,1,pendant,buff,clustered,leaves
edible,flat,smooth,brown,none,close,broad,orange,enlarging,missing,partial,orange,1,pendant,brown,clustered,leaves
edible,bell,smooth,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,smooth,brown,none,close,broad,brown,enlarging,missing,partial,brown,1,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,bell,fibrous,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,bell,smooth,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,convex,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,convex,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,buff,clustered,leaves
edible,convex,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,convex,smooth,brown,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,solitary,paths
edible,knobbed,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,convex,smooth,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,flat,scaly,cinnamon,musty,close,broad,yellow,enlarging,club,partial,white,0,none,white,clustered,woods
edible,convex,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,orange,1,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,knobbed,fibrous,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,bell,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,none,close,broad,brown,enlarging,missing,partial,orange,1,pendant,buff,several,leaves
poisonous,knobbed,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,knobbed,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,brown,1,pendant,brown,several,leaves
edible,flat,smooth,pink,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,several,paths
poisonous,knobbed,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,bell,smooth,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,knobbed,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,flat,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,orange,1,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,convex,smooth,brown,none,close,broad,brown,enlarging,missing,partial,brown,1,pendant,yellow,several,leaves
edible,convex,fibrous,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,convex,fibrous,gray,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,convex,smooth,brown,none,close,broad,brown,enlarging,missing,partial,brown,1,pendant,buff,several,leaves
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,convex,smooth,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,convex,fibrous,gray,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,knobbed,smooth,brown,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,solitary,paths
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,bell,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,knobbed,fibrous,gray,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,knobbed,fibrous,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,bell,fibrous,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,convex,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,bell,smooth,gray,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,bell,smooth,white,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,flat,smooth,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,knobbed,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,convex,smooth,brown,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,several,paths
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,bell,scaly,yellow,none,crowded,narrow,white,enlarging,club,partial,yellow,1,evanescent,white,clustered,leaves
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,smooth,brown,none,close,broad,white,enlarging,bulbous,partial,white,2,pendant,white,solitary,paths
poisonous,knobbed,smooth,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,knobbed,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,convex,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,bell,smooth,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,bell,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,orange,1,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,bell,smooth,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
edible,bell,smooth,brown,none,close,broad,brown,enlarging,missing,partial,brown,1,pendant,orange,several,leaves
poisonous,flat,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,smooth,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,bell,fibrous,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,knobbed,smooth,white,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,scaly,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,convex,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,convex,smooth,brown,none,close,broad,orange,enlarging,missing,partial,orange,1,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,knobbed,smooth,brown,none,close,broad,orange,enlarging,missing,partial,orange,1,pendant,buff,several,leaves
edible,bell,fibrous,white,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,convex,smooth,white,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,flat,scaly,red,fishy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,knobbed,scaly,red,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,convex,scaly,red,musty,close,broad,yellow,enlarging,club,partial,white,0,none,white,clustered,woods
edible,flat,smooth,brown,none,close,broad,yellow,enlarging,missing,partial,brown,1,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,convex,smooth,brown,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,woods
edible,bell,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,bell,smooth,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
edible,knobbed,fibrous,gray,none,crowded,broad,gray,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,knobbed,fibrous,gray,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
edible,convex,fibrous,white,none,crowded,broad,white,enlarging,missing,partial,white,2,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,paths
poisonous,flat,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,spicy,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
poisonous,flat,smooth,brown,foul,close,narrow,buff,tapering,missing,partial,white,1,evanescent,white,several,leaves
edible,bell,smooth,white,none,crowded,broad,pink,enlarging,missing,partial,white,2,pendant,white,scattered,grasses
